,compound,neg,neu,pos,today price,y_price (next day),today-1price,today-2price,today-3price,today-4price,today-5price
178,0.5719,0.0,0.842,0.158,68.08,67.11,67.45,63.45,63.31,62.31,62.75
179,0.0,0.0,1.0,0.0,68.08,67.11,67.45,63.45,63.31,62.31,62.75
180,0.4588,0.0,0.875,0.125,68.4,68.5,63.45,63.31,62.31,62.75,63.52
181,0.4588,0.0,0.882,0.118,68.4,68.5,63.45,63.31,62.31,62.75,63.52
182,0.34,0.0,0.921,0.079,68.4,68.5,63.45,63.31,62.31,62.75,63.52
183,0.34,0.0,0.909,0.091,68.4,68.5,63.45,63.31,62.31,62.75,63.52
184,0.4939,0.0,0.849,0.151,62.87,63.47,62.94,62.98,62.97,62.64,62.61
185,0.0,0.0,1.0,0.0,62.98,63.07,62.98,62.97,62.64,62.61,63.09
186,0.296,0.118,0.645,0.237,62.08,62.07,61.71,61.74,61.71,61.99,61.58
187,0.4939,0.0,0.758,0.242,62.6,62.58,62.51,61.35,60.73,61.15,59.93
188,0.0,0.0,1.0,0.0,62.44,62.43,61.35,60.73,61.15,59.93,55.82
189,-0.3612,0.205,0.69,0.105,62.44,62.43,61.35,60.73,61.15,59.93,55.82
190,0.6908,0.047,0.757,0.196,59.8,59.93,55.14,55.35,54.75,54.88,54.83
191,0.6908,0.045,0.772,0.184,59.8,59.93,55.14,55.35,54.75,54.88,54.83
192,0.4939,0.057,0.763,0.179,59.8,59.93,55.14,55.35,54.75,54.88,54.83
193,0.296,0.0,0.885,0.115,54.91,54.83,54.12,54.19,52.93,52.37,51.94
194,-0.7003,0.293,0.707,0.0,52.99,53.0,53.55,52.51,51.14,52.12,55.55
195,-0.4404,0.121,0.801,0.078,52.99,53.0,53.55,52.51,51.14,52.12,55.55
196,-0.4404,0.116,0.81,0.074,52.99,53.0,53.55,52.51,51.14,52.12,55.55
197,-0.0772,0.052,0.879,0.069,52.29,51.14,55.55,54.04,53.88,53.89,53.55
198,0.5574,0.0,0.82,0.18,54.17,53.89,53.42,53.28,52.7,52.83,53.83
199,0.0258,0.0,0.966,0.034,53.6,52.83,54.98,54.94,54.84,54.89,54.94
200,0.0258,0.0,0.968,0.032,53.6,52.83,54.98,54.94,54.84,54.89,54.94
201,0.0258,0.0,0.968,0.032,53.6,52.83,54.98,54.94,54.84,54.89,54.94
202,0.4404,0.0,0.888,0.112,51.3,51.67,51.83,51.55,51.06,51.82,51.92
203,0.4404,0.0,0.896,0.104,51.3,51.67,51.83,51.55,51.06,51.82,51.92
204,0.0,0.0,1.0,0.0,51.3,51.67,51.83,51.55,51.06,51.82,51.92
205,0.4939,0.0,0.714,0.286,51.3,51.67,51.83,51.55,51.06,51.82,51.92
206,-0.7269,0.215,0.785,0.0,51.3,51.67,51.83,51.55,51.06,51.82,51.92
207,0.4939,0.0,0.714,0.286,51.73,51.83,51.06,51.82,51.92,50.82,51.0
208,0.0,0.0,1.0,0.0,51.69,51.59,51.3,51.63,52.09,52.22,52.02
209,0.2732,0.0,0.84,0.16,51.75,51.63,52.22,52.02,51.95,52.46,53.3
210,0.0258,0.154,0.729,0.117,45.8,43.59,48.52,47.58,48.07,47.05,45.93
211,0.296,0.0,0.82,0.18,45.8,43.59,48.52,47.58,48.07,47.05,45.93
212,-0.128,0.057,0.943,0.0,45.8,43.59,48.52,47.58,48.07,47.05,45.93
213,0.0,0.0,1.0,0.0,46.36,47.05,46.09,45.82,47.73,46.1,46.52
214,0.4767,0.0,0.898,0.102,46.04,45.82,46.1,46.52,46.07,45.88,46.14
215,0.0,0.0,1.0,0.0,46.04,45.82,46.1,46.52,46.07,45.88,46.14
216,0.0,0.0,1.0,0.0,48.25,48.07,46.83,47.46,48.57,48.59,49.48
217,0.0,0.0,1.0,0.0,48.25,48.07,46.83,47.46,48.57,48.59,49.48
218,0.0,0.0,1.0,0.0,48.25,48.07,46.83,47.46,48.57,48.59,49.48
219,0.0,0.0,1.0,0.0,59.28,58.97,59.1,59.91,59.26,58.63,57.51
220,-0.5106,0.142,0.858,0.0,57.07,57.36,53.88,55.28,57.61,60.15,61.18
221,0.0258,0.0,0.969,0.031,57.07,57.36,53.88,55.28,57.61,60.15,61.18
222,0.2732,0.0,0.916,0.084,62.5,62.03,62.55,63.15,63.02,62.84,63.88
223,-0.3182,0.18,0.673,0.147,64.35,64.43,64.41,63.17,63.1,61.98,61.64
224,-0.3182,0.18,0.673,0.147,64.35,64.43,64.41,63.17,63.1,61.98,61.64
225,-0.3182,0.171,0.689,0.14,64.35,64.43,64.41,63.17,63.1,61.98,61.64
226,-0.3182,0.184,0.665,0.151,64.35,64.43,64.41,63.17,63.1,61.98,61.64
227,0.1027,0.0,0.92,0.08,61.98,61.98,61.78,64.19,65.14,63.79,64.34
228,0.6369,0.0,0.856,0.144,61.98,61.98,61.78,64.19,65.14,63.79,64.34
229,0.6369,0.0,0.856,0.144,61.86,61.64,64.19,65.14,63.79,64.34,64.55
230,0.6369,0.0,0.856,0.144,61.86,61.64,64.19,65.14,63.79,64.34,64.55
231,-0.1531,0.12,0.802,0.078,62.57,61.78,65.14,63.79,64.34,64.55,63.88
232,-0.128,0.097,0.903,0.0,62.57,61.78,65.14,63.79,64.34,64.55,63.88
233,-0.1531,0.139,0.772,0.09,62.57,61.78,65.14,63.79,64.34,64.55,63.88
234,-0.4767,0.124,0.876,0.0,62.57,61.78,65.14,63.79,64.34,64.55,63.88
235,0.6124,0.0,0.824,0.176,62.57,61.78,65.14,63.79,64.34,64.55,63.88
236,0.0,0.0,1.0,0.0,64.5,64.19,63.79,64.34,64.55,63.88,63.94
237,0.0,0.0,1.0,0.0,64.5,64.19,63.79,64.34,64.55,63.88,63.94
238,0.0,0.0,1.0,0.0,64.61,65.14,64.34,64.55,63.88,63.94,63.43
239,0.0,0.0,1.0,0.0,64.61,65.14,64.34,64.55,63.88,63.94,63.43
240,0.0,0.0,1.0,0.0,64.61,65.14,64.34,64.55,63.88,63.94,63.43
241,-0.5859,0.135,0.821,0.043,64.11,64.34,63.88,63.94,63.43,62.73,61.86
242,-0.2584,0.184,0.816,0.0,64.11,64.34,63.88,63.94,63.43,62.73,61.86
243,0.0,0.0,1.0,0.0,64.11,64.34,63.88,63.94,63.43,62.73,61.86
244,-0.5267,0.108,0.846,0.046,64.11,64.34,63.88,63.94,63.43,62.73,61.86
245,-0.5267,0.124,0.824,0.053,64.11,64.34,63.88,63.94,63.43,62.73,61.86
246,-0.5267,0.124,0.824,0.053,64.11,64.34,63.88,63.94,63.43,62.73,61.86
247,0.4576,0.0,0.921,0.079,63.62,63.94,62.73,61.86,61.91,62.8,63.11
248,-0.0803,0.061,0.887,0.052,63.1,62.9,62.62,64.67,65.26,65.35,66.98
249,-0.5267,0.145,0.855,0.0,63.4,62.62,65.26,65.35,66.98,67.36,66.88
250,-0.5267,0.145,0.855,0.0,63.4,62.62,65.26,65.35,66.98,67.36,66.88
251,-0.5267,0.136,0.864,0.0,63.4,62.62,65.26,65.35,66.98,67.36,66.88
252,0.0,0.0,1.0,0.0,67.06,67.02,67.31,66.84,67.28,68.26,68.9
253,0.0,0.0,1.0,0.0,67.06,67.02,67.31,66.84,67.28,68.26,68.9
254,0.4767,0.0,0.85,0.15,70.69,69.68,71.02,69.36,69.51,70.09,69.28
255,0.0,0.0,1.0,0.0,69.19,68.67,69.23,68.24,68.34,68.94,68.57
256,-0.34,0.146,0.744,0.11,67.35,68.34,68.57,68.64,67.12,67.91,68.46
257,-0.34,0.139,0.756,0.105,67.35,68.34,68.57,68.64,67.12,67.91,68.46
258,0.1513,0.135,0.714,0.15,67.35,68.34,68.57,68.64,67.12,67.91,68.46
259,0.0,0.0,1.0,0.0,68.76,68.94,68.64,67.12,67.91,68.46,68.97
260,0.0,0.0,1.0,0.0,68.76,68.94,68.64,67.12,67.91,68.46,68.97
261,-0.3612,0.115,0.831,0.054,67.25,68.64,67.91,68.46,68.97,68.73,69.16
262,-0.4215,0.076,0.886,0.038,67.25,68.64,67.91,68.46,68.97,68.73,69.16
263,0.0,0.0,1.0,0.0,67.49,67.12,68.46,68.97,68.73,69.16,68.81
264,0.6908,0.074,0.713,0.214,67.49,67.12,68.46,68.97,68.73,69.16,68.81
265,0.5106,0.101,0.707,0.193,69.29,68.46,68.73,69.16,68.81,67.26,67.32
266,-0.4588,0.282,0.537,0.181,69.16,68.97,69.16,68.81,67.26,67.32,67.76
267,0.0,0.0,1.0,0.0,69.16,68.97,69.16,68.81,67.26,67.32,67.76
268,-0.1779,0.076,0.866,0.058,69.16,68.97,69.16,68.81,67.26,67.32,67.76
269,-0.4404,0.266,0.734,0.0,69.16,68.97,69.16,68.81,67.26,67.32,67.76
270,0.296,0.0,0.804,0.196,69.16,68.97,69.16,68.81,67.26,67.32,67.76
271,0.0,0.0,1.0,0.0,69.16,68.97,69.16,68.81,67.26,67.32,67.76
272,0.5994,0.0,0.886,0.114,69.16,68.97,69.16,68.81,67.26,67.32,67.76
273,0.5994,0.0,0.891,0.109,69.16,68.97,69.16,68.81,67.26,67.32,67.76
274,0.5256,0.05,0.785,0.165,69.16,68.97,69.16,68.81,67.26,67.32,67.76
275,0.0,0.0,1.0,0.0,69.16,68.97,69.16,68.81,67.26,67.32,67.76
276,0.0,0.0,1.0,0.0,71.52,70.27,72.7,71.5,70.93,70.84,71.4
277,0.4588,0.0,0.842,0.158,71.52,70.27,72.7,71.5,70.93,70.84,71.4
278,0.0,0.0,1.0,0.0,71.52,70.27,72.7,71.5,70.93,70.84,71.4
279,-0.3182,0.14,0.794,0.067,71.52,70.27,72.7,71.5,70.93,70.84,71.4
